account length,area code,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,total_call_minutes,total_charges,call_intensity,call_minutes_category,state_encoded
91,408,yes,no,0,246.4,110,41.89,182.0,98,15.47,157.6,106,7.09,12.1,2,3.27,2,True,586.0,67.72,1.8662420382165605,High,70
101,415,no,no,0,232.7,114,39.56,186.4,123,15.84,153.3,122,6.9,11.5,6,3.11,5,False,572.4000000000001,65.41000000000001,1.5944289693593316,Medium,68
116,408,no,no,0,288.0,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0,True,777.1999999999999,84.82000000000001,2.5152103559870547,Very High,60
131,415,no,yes,23,170.8,145,29.04,236.7,93,20.12,294.5,100,13.25,12.7,1,3.43,1,False,702.0,65.84,2.076923076923077,Very High,66
84,415,no,no,0,216.1,114,36.74,197.5,107,16.79,217.8,104,9.8,9.8,3,2.65,1,False,631.4000000000001,65.98,1.942769230769231,High,84
104,415,no,no,0,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32,2,False,518.4000000000001,50.6,2.0250000000000004,Low,77
108,510,no,no,0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3,False,703.0,70.0,2.556363636363636,Very High,63
111,415,no,no,0,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62,0,False,606.0999999999999,58.949999999999996,1.8311178247734137,High,83
155,408,no,yes,30,61.6,103,10.47,255.1,110,21.68,225.9,96,10.17,12.4,5,3.35,1,False,542.6,45.67,1.7559870550161814,Medium,61
66,510,no,no,0,207.7,85,35.31,196.7,112,16.72,261.7,83,11.78,6.8,3,1.84,1,False,666.0999999999999,65.65,2.3789285714285713,Very High,62
64,510,no,no,0,219.2,73,37.26,167.0,65,14.2,161.4,119,7.26,10.0,5,2.7,1,False,547.6,61.419999999999995,2.130739299610895,Medium,61
69,415,no,no,0,227.0,122,38.59,258.7,111,21.99,169.7,87,7.64,8.9,1,2.4,2,False,655.4,70.62,2.0481249999999998,Very High,78
116,415,no,no,0,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4,3,False,644.7,71.75,2.5891566265060244,Very High,74
101,415,no,no,0,257.3,84,43.74,184.8,115,15.71,108.9,109,4.9,13.5,7,3.65,0,False,551.0,68.00000000000001,1.7889610389610389,Medium,54
15,415,no,no,0,121.1,130,20.59,216.0,86,18.36,235.1,33,10.58,16.1,5,4.35,2,False,572.2,53.88,2.297991967871486,Medium,61
88,415,no,no,0,301.5,136,51.26,257.7,72,21.9,132.9,118,5.98,13.4,2,3.62,4,True,692.1,82.76,2.123006134969325,Very High,68
197,415,no,no,0,233.9,96,39.76,218.9,111,18.61,182.9,109,8.23,9.5,3,2.57,0,False,635.7,69.16999999999999,2.011708860759494,High,44
50,415,yes,no,0,99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7,2,True,569.5,54.120000000000005,2.09375,Medium,77
172,510,no,no,0,169.8,123,28.87,183.1,94,15.56,395.0,72,17.77,12.7,7,3.43,2,False,747.9,65.63000000000001,2.587889273356401,Very High,77
188,415,yes,yes,26,198.8,115,33.8,166.6,67,14.16,198.5,118,8.93,14.4,3,3.89,1,True,563.9,60.779999999999994,1.8796666666666666,Medium,62
85,408,yes,no,0,116.2,86,19.75,229.7,127,19.52,204.2,109,9.19,10.1,3,2.73,3,False,550.0999999999999,51.18999999999999,1.7083850931677016,Medium,63
103,510,yes,no,0,255.9,128,43.5,140.9,92,11.98,308.9,130,13.9,12.1,2,3.27,1,True,705.7,72.65,2.0162857142857145,Very High,65
136,408,no,yes,27,187.7,84,31.91,221.0,147,18.79,145.7,110,6.56,10.0,4,2.7,3,False,554.4,59.96000000000001,1.6258064516129032,Medium,68
155,408,no,yes,21,195.9,91,33.3,213.9,84,18.18,88.2,111,3.97,8.6,4,2.32,0,False,498.0,57.769999999999996,1.7412587412587412,Low,61
145,415,no,no,0,129.4,97,22.0,185.4,101,15.76,204.7,106,9.21,1.1,2,0.3,2,False,519.5,47.269999999999996,1.7088815789473684,Low,106
116,510,no,yes,12,221.0,108,37.57,151.0,118,12.84,179.0,80,8.06,9.0,6,2.43,2,False,551.0,60.9,1.8006535947712419,Medium,77
152,408,no,no,0,140.5,92,23.89,186.8,96,15.88,227.0,89,10.22,9.5,5,2.57,2,False,554.3,52.56,2.0010830324909747,Medium,60
65,415,yes,no,0,277.9,123,47.24,155.8,112,13.24,256.9,71,11.56,9.2,10,2.48,0,True,690.5999999999999,74.52000000000001,2.2568627450980387,Very High,65
180,415,no,no,0,224.9,105,38.23,250.0,101,21.25,216.1,73,9.72,6.7,5,1.81,3,True,691.0,71.01,2.4767025089605736,Very High,62
67,415,no,no,0,109.1,117,18.55,217.4,124,18.48,188.4,141,8.48,12.8,6,3.46,0,False,514.9,48.970000000000006,1.3479057591623036,Low,58
60,415,no,no,0,207.8,109,35.33,123.5,112,10.5,291.6,115,13.12,5.7,9,1.54,0,False,622.9000000000001,60.489999999999995,1.8538690476190478,High,78
138,510,no,no,0,205.9,96,35.0,257.1,94,21.85,209.0,63,9.4,12.1,8,3.27,0,False,672.0,69.52,2.656126482213439,Very High,72
44,415,no,no,0,308.6,139,52.46,150.8,94,12.82,198.7,66,8.94,7.3,3,1.97,4,True,658.1,76.19,2.2010033444816055,Very High,44
25,510,no,no,0,242.6,69,41.24,209.0,117,17.77,219.7,82,9.89,14.4,6,3.89,2,False,671.3,72.79,2.5048507462686564,Very High,62
145,408,no,no,0,229.6,82,39.03,138.1,103,11.74,250.8,109,11.29,3.3,3,0.89,1,False,618.5,62.95,2.1037414965986394,High,77
122,510,no,yes,28,166.0,62,28.22,233.9,88,19.88,170.1,84,7.65,7.7,3,2.08,2,False,570.0,57.82999999999999,2.4358974358974357,Medium,78
121,415,no,no,0,144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59,0,True,554.2,54.66,1.9176470588235295,Medium,60
55,510,yes,no,0,106.1,77,18.04,123.5,100,10.5,96.4,92,4.34,12.9,3,3.48,0,False,326.0,36.35999999999999,1.211895910780669,Low,54
77,415,no,no,0,221.8,84,37.71,166.0,125,14.11,210.2,72,9.46,13.2,4,3.56,1,False,598.0,64.84,2.1281138790035588,High,74
12,415,no,no,0,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,9.8,7,2.65,2,False,599.2,63.68,2.117314487632509,High,78
64,510,no,no,0,213.5,93,36.3,166.6,114,14.16,122.0,78,5.49,14.1,3,3.81,3,False,502.1,59.76,1.7617543859649123,Low,78
92,415,no,yes,44,152.0,95,25.84,274.9,73,23.37,162.4,121,7.31,10.0,1,2.7,2,False,589.3,59.220000000000006,2.0391003460207613,High,66
125,415,yes,yes,29,260.8,81,44.34,163.7,112,13.91,271.7,117,12.23,17.0,6,4.59,1,True,696.2,75.07000000000001,2.2458064516129035,Very High,84
160,408,no,no,0,166.4,117,28.29,317.0,129,26.95,160.4,121,7.22,10.0,2,2.7,1,False,643.8,65.16,1.7542234332425066,Very High,61
79,415,no,no,0,177.9,83,30.24,167.3,84,14.22,223.7,142,10.07,15.2,8,4.1,0,False,568.9000000000001,58.63,1.8411003236245957,Medium,70
36,415,no,no,0,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,7.0,7,1.89,3,False,691.5999999999999,70.28,2.223794212218649,Very High,65
102,415,no,no,0,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62,2,False,611.4,60.43,1.7670520231213873,High,54
138,408,yes,no,0,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,4,3.13,1,False,636.3,72.28999999999999,2.179109589041096,High,58
164,510,no,no,0,192.1,95,32.66,249.8,94,21.23,132.6,100,5.97,7.3,3,1.97,3,False,574.5,61.83,1.9878892733564013,Medium,72
125,415,no,no,0,240.7,82,40.92,269.4,85,22.9,187.1,74,8.42,10.1,3,2.73,0,True,697.1999999999999,74.97,2.8929460580912862,Very High,84
72,408,no,no,0,179.9,113,30.58,149.8,112,12.73,168.2,79,7.57,9.8,7,2.65,2,False,497.90000000000003,53.53,1.637828947368421,Low,78
74,415,no,no,0,314.1,86,53.4,222.4,99,18.9,259.0,121,11.66,12.3,5,3.32,3,True,795.5,87.27999999999999,2.599673202614379,Very High,73
134,415,no,yes,41,162.0,82,27.54,324.7,77,27.6,160.1,112,7.2,11.9,5,3.21,0,False,646.8,65.55,2.3867158671586712,Very High,73
145,415,no,no,0,175.8,89,29.89,274.3,119,23.32,226.6,69,10.2,12.4,4,3.35,1,False,676.7,66.75999999999999,2.4429602888086643,Very High,65
136,510,no,no,0,109.4,91,18.6,207.5,111,17.64,135.0,107,6.08,11.6,5,3.13,0,False,451.9,45.45,1.4624595469255663,Low,80
209,510,no,no,0,255.1,124,43.37,230.6,110,19.6,218.0,69,9.81,8.5,5,2.3,3,True,703.7,75.08,2.3224422442244226,Very High,60
66,415,yes,no,0,208.7,84,35.48,173.3,88,14.73,264.7,107,11.91,8.3,3,2.24,3,False,646.7,64.35999999999999,2.317921146953405,Very High,78
152,510,no,yes,20,214.6,108,36.48,96.6,82,8.21,170.7,145,7.68,7.9,5,2.13,1,False,481.9,54.5,1.438507462686567,Low,73
162,408,no,no,0,49.2,121,8.36,143.9,136,12.23,203.0,97,9.14,12.1,13,3.27,1,False,396.1,33.0,1.1189265536723165,Low,74
72,510,no,no,0,141.3,133,24.02,134.9,96,11.47,227.5,97,10.24,11.2,3,3.02,2,False,503.70000000000005,48.75000000000001,1.5450920245398774,Low,78
101,415,no,no,0,253.2,89,43.04,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62,4,False,645.4000000000001,72.82000000000001,2.2409722222222226,Very High,53
125,415,no,no,0,206.0,128,35.02,198.1,71,16.84,135.9,116,6.12,13.2,3,3.56,0,False,540.0,61.54,1.7142857142857142,Medium,106
46,408,no,no,0,40.4,105,6.87,172.4,83,14.65,145.1,89,6.53,9.0,2,2.43,2,False,357.9,30.48,1.292057761732852,Low,65
132,408,no,no,0,291.2,104,49.5,234.2,132,19.91,191.7,87,8.63,8.9,3,2.4,1,True,717.0999999999999,80.44,2.2201238390092874,Very High,73
193,415,no,yes,31,71.2,58,12.1,124.7,105,10.6,155.5,108,7.0,11.7,3,3.16,0,False,351.4,32.86,1.2966789667896679,Low,62
63,510,no,no,0,261.8,69,44.51,245.0,135,20.83,202.1,94,9.09,14.7,4,3.97,0,True,708.9,78.4,2.3788590604026845,Very High,106
124,510,no,no,0,191.3,134,32.52,261.5,113,22.23,182.3,111,8.2,10.0,3,2.7,1,False,635.1,65.65,1.7740223463687153,High,61
144,415,no,no,0,133.3,101,22.66,255.5,127,21.72,228.6,68,10.29,11.6,2,3.13,0,False,617.4,57.8,2.085810810810811,High,54
116,408,no,yes,24,183.6,138,31.21,203.8,90,17.32,166.9,89,7.51,6.0,3,1.62,2,False,554.3,57.66,1.7485804416403785,Medium,56
189,415,no,yes,30,155.2,116,26.38,195.5,50,16.62,170.1,108,7.65,15.4,6,4.16,1,False,520.8,54.81,1.900729927007299,Low,70
97,408,no,yes,28,283.1,93,48.13,185.4,98,15.76,312.8,78,14.08,6.1,8,1.65,1,False,781.3,79.62,2.9044609665427505,Very High,56
137,510,no,yes,50,186.5,94,31.71,178.0,106,15.13,215.6,100,9.7,12.1,4,3.27,2,False,580.1,59.81000000000001,1.9336666666666666,Medium,106
142,415,no,yes,38,163.3,104,27.76,136.0,114,11.56,249.1,127,11.21,4.3,6,1.16,0,False,548.4,51.69,1.5895652173913042,Medium,58
84,510,no,no,0,203.4,125,34.58,182.9,88,15.55,213.7,121,9.62,13.8,2,3.73,1,False,600.0,63.47999999999999,1.7964071856287425,High,61
119,415,no,yes,19,178.1,110,30.28,212.8,100,18.09,226.3,123,10.18,10.0,6,2.7,1,False,617.2,61.25000000000001,1.8534534534534537,High,56
158,415,no,no,0,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,1,False,587.2,57.25,2.0971428571428574,High,73
50,415,no,no,0,295.3,127,50.2,127.4,100,10.83,166.8,105,7.51,9.6,6,2.59,1,False,589.5,71.13000000000001,1.7756024096385543,High,62
98,408,no,no,0,136.1,82,23.14,156.3,118,13.29,158.8,83,7.15,10.1,5,2.73,2,False,451.2,46.309999999999995,1.5943462897526501,Low,51
101,415,no,yes,24,114.1,95,19.4,161.5,86,13.73,176.3,90,7.93,13.0,9,3.51,2,False,451.90000000000003,44.56999999999999,1.667527675276753,Low,53
182,415,no,no,0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2,True,677.1,75.15,2.0151785714285717,Very High,68
51,408,no,no,0,169.3,111,28.78,139.5,69,11.86,197.0,87,8.87,12.0,3,3.24,0,False,505.8,52.75,1.8943820224719101,Low,106
117,510,no,no,0,214.4,94,36.45,138.0,149,11.73,148.7,102,6.69,9.9,1,2.67,2,False,501.09999999999997,57.540000000000006,1.452463768115942,Low,68
92,415,yes,no,0,255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16,0,False,579.7,66.93,1.7201780415430268,Medium,45
86,408,no,no,0,148.2,71,25.19,285.1,91,24.23,166.4,155,7.49,6.2,3,1.67,2,False,599.7,58.580000000000005,1.8917981072555206,High,73
122,415,no,no,0,119.3,93,20.28,223.9,103,19.03,211.9,122,9.54,8.7,4,2.35,2,False,555.1,51.2,1.7455974842767297,Medium,77
156,408,no,yes,27,192.3,137,32.69,199.9,115,16.99,244.2,112,10.99,14.8,8,4.0,1,False,636.4000000000001,64.66999999999999,1.7483516483516486,High,68
127,510,no,no,0,245.2,91,41.68,217.2,92,18.46,243.1,128,10.94,13.9,6,3.75,0,True,705.5,74.83,2.2684887459807075,Very High,68
130,408,yes,no,0,216.2,106,36.75,363.7,86,30.91,126.7,123,5.7,16.9,2,4.56,5,True,706.6,77.92,2.2431746031746034,Very High,68
158,408,no,no,0,172.4,114,29.31,256.6,69,21.81,235.3,104,10.59,0.0,0,0.0,2,False,664.3,61.709999999999994,2.3146341463414632,Very High,62
145,510,yes,yes,30,175.3,107,29.8,153.3,116,13.03,233.6,85,10.51,11.1,3,3.0,1,False,562.2,56.339999999999996,1.8253246753246755,Medium,65
90,415,yes,yes,26,169.0,104,28.73,188.8,104,16.05,213.3,76,9.6,13.3,3,3.59,0,True,571.1,57.97,2.0109154929577464,Medium,72
127,510,no,yes,27,2.6,113,0.44,254.0,102,21.59,242.7,156,10.92,9.2,5,2.48,3,False,499.3,35.43,1.345822102425876,Low,61
109,415,no,no,0,184.1,143,31.3,211.7,105,17.99,243.0,116,10.93,9.9,2,2.67,1,False,638.8,62.89,1.754945054945055,High,73
88,415,no,no,0,181.9,90,30.92,151.5,87,12.88,143.0,100,6.44,7.5,3,2.03,1,False,476.4,52.27,1.71985559566787,Low,80
101,510,no,yes,9,160.1,116,27.22,210.0,121,17.85,139.1,65,6.26,10.8,9,2.92,0,False,509.20000000000005,54.25,1.6860927152317882,Low,77
171,510,no,no,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0,False,620.6,61.38,2.1326460481099656,High,53
21,415,no,no,0,223.2,142,37.94,216.5,114,18.4,214.7,111,9.66,12.4,2,3.35,1,False,654.4,69.35,1.7831062670299727,Very High,77
145,408,no,yes,31,216.0,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89,2,False,675.8,69.3,2.073006134969325,Very High,106
90,415,no,no,0,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8.0,7,2.16,2,False,708.4000000000001,69.52,2.3302631578947373,Very High,61
33,408,no,no,0,159.5,115,27.12,195.4,118,16.61,102.4,86,4.61,7.1,7,1.92,1,False,457.29999999999995,50.260000000000005,1.433542319749216,Low,34
61,408,no,yes,40,105.0,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2,True,459.70000000000005,43.78,1.5689419795221844,Low,45
107,415,no,no,0,204.5,108,34.77,162.4,110,13.8,155.0,102,6.98,13.4,1,3.62,3,False,521.9,59.17000000000001,1.6309375,Medium,66
147,408,no,no,0,274.0,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,0,True,789.4000000000001,80.71000000000001,3.0715953307393,Very High,70
117,510,no,no,0,158.7,84,26.98,181.7,91,15.44,177.3,67,7.98,7.7,10,2.08,2,False,517.7,52.480000000000004,2.1392561983471077,Low,80
95,415,no,no,0,229.9,116,39.08,202.4,110,17.2,171.4,105,7.71,14.2,6,3.83,1,False,603.7,67.82000000000001,1.823867069486405,High,80
186,510,no,no,0,137.8,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35,1,False,471.9,48.32,1.573,Low,70
128,415,no,no,0,179.4,94,30.5,270.4,92,22.98,191.0,88,8.59,7.9,4,2.13,0,False,640.8,64.2,2.338686131386861,High,73
55,408,no,yes,39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19,3,False,564.1,52.120000000000005,1.7518633540372672,Medium,52
134,415,no,no,0,7.8,86,1.33,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48,2,False,365.70000000000005,27.77,1.374812030075188,Low,78
96,415,no,yes,23,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,1,False,680.7,62.46999999999999,2.3884210526315792,Very High,71
107,415,no,no,0,206.9,79,35.17,262.4,117,22.3,149.3,69,6.72,10.7,3,2.89,0,False,618.5999999999999,67.08,2.334339622641509,High,60
123,415,no,no,0,140.0,106,23.8,153.7,101,13.06,50.1,87,2.25,12.5,1,3.38,2,False,343.8,42.49,1.1693877551020408,Low,70
35,415,no,no,0,179.2,59,30.46,283.3,101,24.08,285.4,83,12.84,5.8,7,1.57,2,False,747.9,68.94999999999999,3.0777777777777775,Very High,61
74,408,no,no,0,177.4,136,30.16,240.3,104,20.43,237.3,133,10.68,12.0,3,3.24,0,False,655.0,64.51,1.7560321715817695,Very High,78
130,408,no,no,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1,False,425.2,43.69,1.1910364145658263,Low,71
137,408,yes,no,0,237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83,0,True,677.4,71.03999999999999,2.5276119402985073,Very High,58
88,415,no,no,0,181.5,116,30.86,187.0,119,15.9,220.3,96,9.91,10.5,7,2.84,1,False,588.8,59.510000000000005,1.7788519637462235,High,53
80,408,no,no,0,51.5,90,8.76,164.0,98,13.94,169.4,80,7.62,9.5,4,2.57,3,False,384.9,32.89,1.4361940298507463,Low,54
116,408,no,yes,19,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3,False,533.8,53.11,1.5792899408284022,Medium,68
123,510,no,yes,23,245.0,88,41.65,265.0,105,22.53,239.7,108,10.79,14.9,3,4.02,2,False,749.7,78.99,2.490697674418605,Very High,65
120,415,no,no,0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1,False,495.9,48.19,1.5305555555555554,Low,65
146,415,yes,no,0,111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84,1,False,640.2,58.08,2.112871287128713,High,77
106,510,no,yes,9,88.5,100,15.05,324.8,109,27.61,79.9,86,3.6,8.2,4,2.21,3,False,493.20000000000005,48.47,1.671864406779661,Low,59
121,408,no,yes,44,116.0,85,19.72,150.1,120,12.76,246.8,98,11.11,12.0,2,3.24,1,False,512.9000000000001,46.83,1.692739273927393,Low,66
137,510,no,no,0,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46,1,False,541.7,51.6,2.149603174603175,Medium,78
84,408,no,yes,30,106.5,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54,2,False,520.8,47.32,2.2256410256410253,Low,56
67,510,no,yes,31,175.2,68,29.78,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56,1,False,594.2,60.160000000000004,2.4758333333333336,High,61
161,408,no,no,0,154.7,84,26.3,177.8,125,15.11,172.9,90,7.78,5.9,2,1.59,4,True,505.4,50.78,1.6903010033444816,Low,78
134,510,no,yes,34,247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2,True,659.0,71.22000000000001,2.0987261146496814,Very High,68
62,415,yes,yes,32,218.4,93,37.13,236.7,132,20.12,192.2,137,8.65,13.2,3,3.56,0,True,647.3,69.46000000000001,1.7881215469613259,Very High,62
120,415,no,yes,24,227.5,81,38.68,234.9,71,19.97,166.4,128,7.49,9.0,13,2.43,1,False,628.8,68.57000000000001,2.2457142857142856,High,77
130,408,no,yes,30,185.0,117,31.45,249.5,141,21.21,157.8,103,7.1,7.4,7,2.0,0,False,592.3,61.76,1.640720221606648,High,71
20,408,no,no,0,186.8,89,31.76,253.4,51,21.54,273.1,105,12.29,12.3,6,3.32,2,False,713.3000000000001,68.91,2.911428571428572,Very High,78
68,415,no,no,0,158.8,119,27.0,211.8,105,18.0,198.1,101,8.91,10.3,3,2.78,1,False,568.7,56.69,1.749846153846154,Medium,73
112,415,no,no,0,208.7,150,35.48,212.8,104,18.09,178.1,98,8.01,8.5,4,2.3,0,False,599.6,63.87999999999999,1.7034090909090909,High,34
77,408,no,no,0,185.9,95,31.6,212.0,98,18.02,282.3,81,12.7,11.3,4,3.05,3,False,680.2,65.37,2.482481751824818,Very High,71
109,415,no,no,0,222.5,74,37.83,169.7,75,14.42,264.3,94,11.89,9.0,3,2.43,2,False,656.5,66.57000000000001,2.7016460905349793,Very High,60
108,415,no,no,0,201.1,101,34.19,170.7,86,14.51,237.4,113,10.68,11.6,3,3.13,3,False,609.1999999999999,62.51,2.0306666666666664,High,71
79,415,no,yes,17,167.9,114,28.54,243.7,93,20.71,211.9,114,9.54,9.1,2,2.46,1,False,623.5,61.25,1.942367601246106,High,44
119,408,no,no,0,239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,3,True,713.5,74.67999999999999,2.7548262548262548,Very High,70
38,510,no,no,0,175.7,109,29.87,211.8,97,18.0,137.9,109,6.21,9.2,3,2.48,5,True,525.4,56.56,1.6679365079365078,Medium,84
109,415,no,yes,29,111.2,90,18.9,263.5,98,22.4,224.7,128,10.11,9.0,6,2.43,6,True,599.4,53.839999999999996,1.8968354430379746,High,55
78,415,no,no,0,87.7,74,14.91,214.8,58,18.26,201.3,147,9.06,10.8,6,2.92,1,False,503.8,45.150000000000006,1.8057347670250896,Low,65
134,415,no,no,0,244.1,99,41.5,246.9,111,20.99,200.0,133,9.0,7.2,2,1.94,0,False,691.0,73.42999999999999,2.0145772594752187,Very High,84
47,415,no,yes,27,165.0,89,28.05,127.3,118,10.82,284.4,95,12.8,7.7,4,2.08,2,False,576.7,53.75,1.9096026490066227,Medium,66
59,408,no,yes,27,127.4,110,21.66,103.3,99,8.78,164.2,73,7.39,9.1,3,2.46,0,False,394.9,40.29,1.400354609929078,Low,65
151,415,no,no,0,194.8,106,33.12,292.7,103,24.88,224.6,82,10.11,5.5,3,1.49,0,False,712.1,69.6,2.4470790378006875,Very High,73
129,415,no,no,0,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3.0,1,False,487.4,42.02,1.3137466307277628,Low,68
107,510,no,yes,27,283.4,104,48.18,224.1,152,19.05,241.3,63,10.86,14.4,7,3.89,2,False,748.8,81.98,2.347335423197492,Very High,77
137,408,yes,no,0,258.0,112,43.86,246.5,117,20.95,173.2,100,7.79,10.9,3,2.94,0,True,677.7,75.54,2.059878419452888,Very High,68
76,510,no,no,0,90.5,142,15.39,211.7,75,17.99,194.9,76,8.77,9.3,2,2.51,1,False,497.1,44.65999999999999,1.6965870307167237,Low,73
24,415,no,no,0,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,16.2,2,4.37,0,False,536.9,62.60999999999999,1.3523929471032745,Medium,53
169,408,no,no,0,142.5,82,24.23,231.4,110,19.67,131.2,67,5.9,10.0,4,2.7,2,False,505.09999999999997,52.50000000000001,1.95019305019305,Low,68
30,408,no,no,0,54.0,68,9.18,179.3,96,15.24,247.2,101,11.12,10.2,8,2.75,1,False,480.5,38.29,1.8132075471698113,Low,84
70,415,no,no,0,214.8,87,36.52,131.0,114,11.14,216.9,104,9.76,9.4,3,2.54,3,False,562.7,59.96,1.8449180327868855,Medium,106
52,510,yes,no,0,251.4,118,42.74,196.6,80,16.71,192.0,53,8.64,11.0,2,2.97,0,True,640.0,71.06,2.549800796812749,High,60
3,408,no,no,0,139.0,99,23.63,250.7,108,21.31,286.2,87,12.88,6.1,3,1.65,4,False,675.9,59.47,2.298979591836735,Very High,53
38,415,no,no,0,117.3,114,19.94,208.7,105,17.74,203.4,98,9.15,14.4,2,3.89,2,False,529.4,50.72,1.6700315457413248,Medium,65
104,415,no,no,0,264.0,108,44.88,132.2,75,11.24,177.7,91,8.0,10.6,8,2.86,3,False,573.9,66.98,2.0945255474452553,Medium,83
27,408,no,no,0,82.6,105,14.04,204.0,99,17.34,224.2,122,10.09,9.1,4,2.46,1,False,510.8,43.93,1.5668711656441718,Low,51
166,415,yes,yes,28,175.8,126,29.89,253.6,76,21.56,128.5,72,5.78,11.4,5,3.08,1,False,557.9,60.31,2.036131386861314,Medium,70
13,408,no,no,0,220.4,100,37.47,211.2,79,17.95,259.3,112,11.67,13.6,8,3.67,2,False,690.9000000000001,70.76,2.374226804123712,Very High,65
52,408,no,no,0,217.0,104,36.89,152.3,83,12.95,134.3,109,6.04,11.8,4,3.19,2,False,503.6,59.07,1.7013513513513514,Low,52
114,415,no,yes,25,129.0,77,21.93,290.0,110,24.65,177.1,110,7.97,11.6,5,3.13,1,False,596.1,57.68,2.007070707070707,High,60
156,408,no,no,0,150.5,106,25.59,152.9,112,13.0,215.9,86,9.72,3.5,3,0.95,1,False,519.3,49.260000000000005,1.708223684210526,Low,66
90,415,no,yes,42,193.3,66,32.86,263.3,85,22.38,214.4,97,9.65,11.1,4,3.0,0,False,671.0,67.89,2.7056451612903225,Very High,56
62,415,no,no,0,189.5,122,32.22,103.8,95,8.82,180.6,106,8.13,10.8,5,2.92,2,False,473.9,52.09,1.4671826625386997,Low,106
82,415,no,yes,33,137.8,95,23.43,235.5,128,20.02,268.1,70,12.06,11.0,6,2.97,2,False,641.4000000000001,58.480000000000004,2.1890784982935156,High,64
52,510,no,no,0,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32,3,False,530.3,49.05,1.9640740740740739,Medium,62
146,510,no,no,0,115.6,77,19.65,213.6,100,18.16,218.4,72,9.83,10.7,6,2.89,1,False,547.6,50.53,2.1991967871485945,Medium,56
120,415,no,yes,23,221.9,114,37.72,254.7,84,21.65,250.5,117,11.27,7.2,5,1.94,2,False,727.1,72.58,2.3082539682539682,Very High,65
130,415,no,no,0,263.7,113,44.83,186.5,103,15.85,195.3,99,8.79,18.3,6,4.94,1,True,645.5,74.41,2.049206349206349,Very High,73
90,408,no,no,0,61.3,91,10.42,194.4,94,16.52,143.1,80,6.44,11.4,9,3.08,1,False,398.79999999999995,36.459999999999994,1.5049056603773583,Low,78
147,408,yes,no,0,183.8,113,31.25,164.7,110,14.0,111.0,87,5.0,10.1,4,2.73,1,False,459.5,52.98,1.482258064516129,Low,62
159,415,no,no,0,167.4,68,28.46,143.8,74,12.22,140.1,111,6.3,10.3,3,2.78,0,True,451.30000000000007,49.76,1.7837944664031624,Low,77
74,510,no,yes,27,154.1,122,26.2,195.3,150,16.6,276.7,86,12.45,13.2,2,3.56,4,False,626.0999999999999,58.81,1.7488826815642455,High,58
