international plan,voice mail plan,number vmail messages,total day minutes,total day charge,total intl minutes,total intl calls,total intl charge,customer service calls,total_call_minutes,total_charges
0,1,31,135.9,23.1,9.5,7,2.57,6,586.0,56.77
0,0,0,131.5,22.36,7.9,2,2.13,5,490.5,47.64
0,0,0,212.4,36.11,9.0,4,2.43,1,658.3,67.59
0,0,0,243.1,41.33,7.8,4,2.11,2,655.4,71.25
0,0,0,143.1,24.33,7.1,5,1.92,2,604.4,56.60000000000001
1,1,37,235.0,39.95,5.7,7,1.54,2,558.1,63.36
0,0,0,263.8,44.85,8.4,2,2.27,5,715.2,77.48
0,0,0,124.1,21.1,6.4,5,1.73,3,479.79999999999995,46.55
0,0,0,140.4,23.87,11.1,9,3.0,1,600.5,58.44
0,0,0,160.2,27.23,9.7,2,2.62,0,611.6,55.72
0,1,23,149.6,25.43,7.4,4,2.0,2,682.9,61.02
0,0,0,230.9,39.25,6.3,2,1.7,0,572.3,63.81
0,1,31,302.7,51.46,13.6,14,3.67,3,737.1,84.30000000000001
1,0,0,145.0,24.65,16.7,3,4.51,2,544.5,54.169999999999995
0,1,19,129.7,22.05,12.2,3,3.29,2,555.5,50.94
0,0,0,211.2,35.9,12.3,3,3.32,0,689.7,70.85999999999999
0,0,0,203.4,34.58,13.7,3,3.7,2,545.0,60.4
0,0,0,97.5,16.58,0.0,0,0.0,1,582.1,46.22
0,1,34,160.0,27.2,6.1,10,1.65,1,552.8,53.89999999999999
0,0,0,177.9,30.24,10.8,6,2.92,2,708.8,66.03
0,1,19,175.3,29.8,7.8,2,2.11,0,628.0,61.93
0,0,0,110.9,18.85,7.9,2,2.13,2,510.5,47.50000000000001
0,0,0,222.8,37.88,11.0,3,2.97,3,600.6,64.88
0,0,0,249.4,42.4,9.1,3,2.46,0,629.9,70.44999999999999
0,0,0,122.0,20.74,5.8,5,1.57,1,484.5,44.160000000000004
0,0,0,116.8,19.86,12.0,2,3.24,1,457.4,43.35
0,1,21,186.7,31.74,16.5,4,4.46,1,708.9000000000001,73.1
0,0,0,198.3,33.71,12.5,3,3.38,0,603.8,64.02
0,0,0,207.7,35.31,8.0,5,2.16,1,550.8,61.61
0,1,27,166.9,28.37,12.3,4,3.32,1,585.4000000000001,59.370000000000005
0,1,29,179.4,30.5,10.0,5,2.7,0,700.9,67.67999999999999
1,0,0,273.5,46.5,11.0,9,2.97,2,611.1,72.00999999999999
0,0,0,208.8,35.5,11.1,5,3.0,0,655.7,67.62
0,1,24,142.1,24.16,9.6,4,2.59,1,490.3,49.760000000000005
0,0,0,175.4,29.82,11.6,4,3.13,0,595.5,58.24
0,1,38,105.0,17.85,3.7,4,1.0,0,448.3,39.17
0,0,0,128.7,21.88,12.8,6,3.46,1,607.2,56.51
0,1,34,268.6,45.66,11.6,3,3.13,2,613.1,71.41999999999999
0,0,0,198.4,33.73,9.2,2,2.48,2,574.5,63.71999999999999
0,0,0,183.4,31.18,9.9,4,2.67,4,551.9000000000001,57.190000000000005
0,0,0,152.1,25.86,12.0,7,3.24,1,630.0,59.230000000000004
0,0,0,224.2,38.11,16.1,3,4.35,1,721.9999999999999,77.46
0,1,49,214.9,36.53,8.2,5,2.21,0,583.9000000000001,63.28
0,0,0,172.4,29.31,11.0,5,2.97,0,631.0999999999999,62.14
0,0,0,158.6,26.96,10.2,8,2.75,3,549.0999999999999,55.73
0,0,0,155.5,26.44,9.1,2,2.46,1,541.7,51.6
0,0,0,162.6,27.64,8.2,2,2.21,1,510.4,53.75
0,0,0,303.2,51.54,11.5,3,3.11,0,701.3,79.38
0,0,0,194.2,33.01,9.3,7,2.51,3,580.0,60.629999999999995
0,0,0,143.2,24.34,11.9,9,3.21,1,525.3,53.11
0,0,0,160.2,27.23,9.3,5,2.51,2,656.2,62.76
1,0,0,168.4,28.63,11.4,3,3.08,1,640.5999999999999,64.0
0,0,0,291.2,49.5,8.9,3,2.4,1,717.0999999999999,80.44
0,1,47,141.6,24.07,10.2,11,2.75,0,553.1,53.650000000000006
1,0,0,62.6,10.64,10.4,2,2.81,1,464.9,38.78
0,0,0,159.3,27.08,11.1,5,3.0,1,547.1,52.57
0,1,23,182.1,30.96,12.7,4,3.43,3,475.5,54.18
0,0,0,134.9,22.93,11.3,6,3.05,1,534.9,52.44
0,0,0,180.0,30.6,4.7,7,1.27,3,669.5999999999999,62.87
0,0,0,209.4,35.6,11.3,3,3.05,2,491.29999999999995,56.629999999999995
0,0,0,166.5,28.31,9.9,5,2.67,1,633.9,60.42
0,0,0,231.1,39.29,9.6,4,2.59,3,575.8,63.53
0,0,0,218.6,37.16,9.2,5,2.48,2,573.1,61.589999999999996
0,0,0,194.1,33.0,15.3,4,4.13,1,611.6999999999999,65.01
0,1,30,185.0,31.45,7.4,7,2.0,0,592.3,61.76
0,0,0,155.4,26.42,9.0,3,2.43,0,477.2,49.900000000000006
0,1,27,2.6,0.44,9.2,5,2.48,3,499.3,35.43
0,0,0,109.0,18.53,12.6,2,3.4,1,603.1,54.79
0,1,29,163.8,27.85,8.8,2,2.38,2,378.00000000000006,45.27
0,0,0,203.0,34.51,14.6,9,3.94,1,599.4,62.33
0,0,0,113.2,19.24,9.5,5,2.57,1,536.0,48.26
0,1,19,132.7,22.56,12.9,7,3.48,3,491.99999999999994,50.39
0,0,0,224.6,38.18,12.5,8,3.38,2,719.5,72.86999999999999
1,1,28,126.9,21.57,8.8,3,2.38,5,439.0,44.67
0,0,0,234.8,39.92,10.0,1,2.7,4,597.2,66.89
0,0,0,236.8,40.26,10.4,5,2.81,2,550.1,64.61999999999999
0,0,0,193.2,32.84,9.7,2,2.62,4,574.1,60.37
0,0,0,153.3,26.06,8.9,5,2.4,2,651.2,59.839999999999996
0,0,0,206.9,35.17,8.3,2,2.24,3,628.7,65.36
0,0,0,252.7,42.96,12.4,4,3.35,2,583.6999999999999,70.05
0,1,44,216.6,36.82,9.1,3,2.46,1,631.8,64.88
0,0,0,192.0,32.64,5.5,4,1.49,2,518.9,54.42
0,1,31,153.1,26.03,10.0,1,2.7,6,563.3,54.620000000000005
0,1,31,115.4,19.62,13.1,4,3.54,1,572.7,52.440000000000005
0,0,0,199.2,33.86,7.6,3,2.05,1,614.4,59.629999999999995
0,0,0,174.4,29.65,10.2,5,2.75,0,467.20000000000005,51.83
0,0,0,222.7,37.86,13.6,4,3.67,4,601.5,69.66
0,0,0,175.4,29.82,10.6,1,2.86,0,475.6,50.129999999999995
0,0,0,238.4,40.53,12.4,4,3.35,3,683.3,73.75999999999999
0,0,0,261.2,44.4,9.8,2,2.65,0,688.0,76.29
0,0,0,303.9,51.66,5.8,3,1.57,1,683.1999999999999,79.58999999999999
0,1,22,306.2,52.05,11.7,2,3.16,0,736.2,82.14
0,1,30,194.3,33.03,7.1,5,1.92,1,759.7,70.12
0,1,30,154.0,26.18,10.8,5,2.92,1,589.8,55.339999999999996
0,0,0,226.4,38.49,12.3,4,3.32,3,716.6,74.94
0,0,0,150.6,25.6,10.4,8,2.81,8,540.9,52.730000000000004
0,0,0,227.9,38.74,12.1,5,3.27,1,647.0999999999999,69.17999999999999
0,0,0,181.5,30.86,8.5,4,2.3,1,498.7,52.66
0,0,0,234.2,39.81,9.8,6,2.65,0,711.1999999999999,75.65
0,0,0,159.7,27.15,8.4,3,2.27,1,570.8,54.14
0,0,0,221.7,37.69,6.5,4,1.76,3,608.8,64.59
0,0,0,178.3,30.31,11.4,4,3.08,1,641.9000000000001,65.56
0,0,0,72.8,12.38,10.5,4,2.84,3,434.5,38.95
0,0,0,177.1,30.11,5.9,4,1.59,1,517.8,54.79
0,0,0,231.9,39.42,14.3,6,3.86,3,502.4,61.86
0,0,0,86.3,14.67,11.3,4,3.05,1,584.5,50.0
0,0,0,234.4,39.85,10.4,6,2.81,3,699.2,70.75
0,1,20,264.4,44.95,11.3,3,3.05,2,684.4,75.69
1,1,26,307.1,52.21,8.0,3,2.16,0,771.4,86.84
0,0,0,144.9,24.63,12.3,3,3.32,2,548.6,52.169999999999995
0,0,0,243.4,41.38,12.2,5,3.29,0,527.2,62.290000000000006
0,0,0,174.5,29.67,10.3,5,2.78,4,552.9,58.019999999999996
0,0,0,201.9,34.32,13.7,6,3.7,3,646.2,67.09
0,0,0,187.8,31.93,11.0,4,2.97,2,538.4,56.64
0,0,0,225.1,38.27,14.6,2,3.94,0,599.8,67.04
0,1,39,236.1,40.14,9.1,4,2.46,2,700.6999999999999,75.07
0,0,0,81.7,13.89,11.3,3,3.05,6,503.9,44.349999999999994
0,0,0,84.2,14.31,10.8,2,2.92,1,361.1,32.92
0,1,30,206.2,35.05,11.4,6,3.08,1,757.8,73.35
0,0,0,170.5,28.99,11.2,7,3.02,2,476.6,50.52
0,0,0,220.8,37.54,10.5,4,2.84,2,564.9,62.120000000000005
0,1,39,91.5,15.56,12.7,8,3.43,2,540.4,47.99
0,0,0,156.8,26.66,7.6,6,2.05,1,595.9000000000001,57.099999999999994
0,0,0,134.7,22.9,7.7,3,2.08,1,515.6,49.32
0,0,0,178.8,30.4,7.5,3,2.03,1,526.4000000000001,55.2
0,1,26,137.1,23.31,11.5,7,3.11,2,540.4,50.79
0,0,0,198.5,33.75,9.4,3,2.54,0,821.2,75.02000000000001
0,0,0,239.3,40.68,10.6,6,2.86,0,714.1,73.84
0,0,0,258.1,43.88,11.7,5,3.16,1,644.6,70.89
0,1,33,183.3,31.16,10.4,15,2.81,3,562.1,59.07000000000001
0,0,0,193.6,32.91,12.9,3,3.48,0,608.1999999999999,64.58
0,0,0,173.9,29.56,15.3,5,4.13,0,641.0999999999999,65.77
0,0,0,191.4,32.54,14.0,5,3.78,3,575.3,60.29
0,1,25,163.7,27.83,9.9,3,2.67,3,411.0,46.15
0,0,0,131.1,22.29,4.3,4,1.16,1,396.99999999999994,42.46999999999999
0,0,0,61.3,10.42,11.4,9,3.08,1,398.79999999999995,36.459999999999994
0,1,27,190.3,32.35,10.6,4,2.86,1,655.0,66.09
0,0,0,107.3,18.24,10.0,3,2.7,4,617.3,53.42
0,1,32,187.8,31.93,12.0,3,3.24,2,449.90000000000003,52.150000000000006
1,0,0,187.3,31.84,9.6,2,2.59,0,611.8,59.959999999999994
0,0,0,147.1,25.01,9.0,3,2.43,5,584.0,53.550000000000004
0,1,29,157.4,26.76,13.9,11,3.75,4,554.5,53.09
0,0,0,256.5,43.61,7.0,5,1.89,3,644.3,70.93
0,1,27,129.5,22.02,11.9,3,3.21,1,646.4,58.45
1,1,15,160.0,27.2,8.7,5,2.35,5,451.8,51.06
0,0,0,159.5,27.12,11.4,3,3.08,1,610.6,60.13
0,0,0,248.7,42.28,13.2,2,3.56,1,734.4,76.5
0,0,0,174.0,29.58,9.7,2,2.62,0,652.3,64.96
1,0,0,244.8,41.62,10.7,3,2.89,2,482.3,57.63
0,1,25,246.6,41.92,13.0,5,3.51,1,577.8,65.99
0,0,0,221.6,37.67,12.7,6,3.43,4,674.1999999999999,72.87
0,0,0,186.9,31.77,4.2,14,1.13,1,512.6,54.86
0,0,0,332.9,56.59,5.4,9,1.46,4,811.3000000000001,92.29
0,0,0,137.3,23.34,10.5,2,2.84,1,502.2,51.08999999999999
0,1,36,87.2,14.82,10.9,5,2.94,6,423.2,39.65
1,0,0,149.4,25.4,17.9,3,4.83,3,535.8,54.489999999999995
0,0,0,135.7,23.07,8.8,3,2.38,7,553.1,52.56
0,1,24,111.8,19.01,6.9,4,1.86,1,619.7,53.31
0,0,0,180.6,30.7,5.0,3,1.35,1,753.4,69.03999999999999
1,0,0,245.2,41.68,10.7,5,2.89,0,499.0,60.050000000000004
0,0,0,167.4,28.46,10.3,3,2.78,0,451.30000000000007,49.76
0,0,0,188.8,32.1,8.2,7,2.21,4,626.3000000000001,62.69
0,0,0,52.2,8.87,11.4,2,3.08,2,384.6,35.709999999999994
0,1,44,152.0,25.84,10.0,1,2.7,2,589.3,59.220000000000006
0,0,0,230.0,39.1,11.3,3,3.05,2,642.8,64.85000000000001
0,1,33,159.1,27.05,13.0,18,3.51,1,522.3,52.89
0,1,36,115.6,19.65,9.9,12,2.67,2,523.1999999999999,50.169999999999995
1,0,0,346.8,58.96,13.3,9,3.59,1,871.6999999999999,96.15
0,0,0,197.6,33.59,6.4,6,1.73,1,456.1,53.53000000000001
0,0,0,188.4,32.03,13.2,2,3.56,1,560.0,58.95
0,0,0,90.4,15.37,12.7,2,3.43,1,513.1,48.87
0,0,0,138.9,23.61,9.2,3,2.48,2,580.2,54.31
0,0,0,154.4,26.25,11.7,4,3.16,5,562.6,54.519999999999996
0,1,21,262.9,44.69,8.1,4,2.19,1,552.9,65.91
0,0,0,271.6,46.17,10.9,3,2.94,2,578.3,72.09
1,0,0,293.3,49.86,14.5,4,3.92,0,748.7,81.81
0,0,0,175.5,29.84,17.8,3,4.81,4,625.8,63.11
0,1,32,216.8,36.86,8.6,2,2.32,0,493.0,55.699999999999996
0,0,0,287.1,48.81,14.4,2,3.89,3,618.7,74.75
0,0,0,232.7,39.56,11.5,6,3.11,5,572.4000000000001,65.41000000000001
0,0,0,185.3,31.5,11.7,3,3.16,0,604.9000000000001,62.55
0,1,37,239.8,40.77,7.3,1,1.97,2,650.8000000000001,70.11
0,0,0,233.7,39.73,12.0,2,3.24,2,654.3,70.21
0,0,0,63.2,10.74,5.1,3,1.38,0,467.4,39.120000000000005
0,0,0,221.1,37.59,10.6,3,2.86,0,572.0,60.67
0,1,33,251.5,42.76,10.4,6,2.81,3,699.0,75.07
0,0,0,128.2,21.79,11.2,2,3.02,1,439.0,44.120000000000005
0,0,0,197.0,33.49,10.6,6,2.86,2,645.1,65.43
0,0,0,176.2,29.95,10.6,4,2.86,1,564.7,59.73
0,0,0,109.2,18.56,9.8,5,2.65,2,502.3,45.02
0,1,29,207.2,35.22,9.5,5,2.57,2,630.5999999999999,67.00999999999999
0,0,0,251.9,42.82,8.4,3,2.27,2,657.7,71.13
0,0,0,143.7,24.43,7.8,5,2.11,1,602.0999999999999,54.0
1,0,0,169.3,28.78,9.4,9,2.54,1,571.4000000000001,58.129999999999995
0,0,0,173.5,29.5,9.7,2,2.62,3,639.4,62.85999999999999
0,0,0,115.6,19.65,12.6,9,3.4,1,425.2,43.69
0,0,0,187.4,31.86,12.6,8,3.4,1,603.4,61.96999999999999
0,0,0,183.5,31.2,8.3,5,2.24,3,547.8,56.65
0,1,21,175.8,29.89,5.3,4,1.43,5,630.8,60.49999999999999
0,1,50,186.5,31.71,12.1,4,3.27,2,580.1,59.81000000000001
0,0,0,112.7,19.16,6.5,5,1.76,1,482.5,46.26
0,0,0,201.3,34.22,7.5,4,2.03,1,587.3,59.730000000000004
0,0,0,211.8,36.01,10.7,9,2.89,3,659.8000000000001,68.3
0,0,0,168.4,28.63,11.1,2,3.0,1,626.9000000000001,62.00999999999999
0,0,0,247.2,42.02,9.3,2,2.51,2,656.3,75.08
0,0,0,140.4,23.87,7.9,1,2.13,0,535.4,51.260000000000005
0,0,0,242.2,41.17,8.2,3,2.21,5,736.9,74.69
0,0,0,167.8,28.53,7.3,4,1.97,2,500.5,51.15
0,1,45,147.8,25.13,14.0,5,3.78,1,498.70000000000005,50.599999999999994
0,1,30,262.8,44.68,7.8,2,2.11,0,633.4000000000001,72.1
0,0,0,195.3,33.2,12.5,4,3.38,3,671.9,66.7
0,0,0,122.8,20.88,10.7,2,2.89,2,595.5,53.49
0,0,0,232.1,39.46,10.9,2,2.94,3,785.7,80.39
0,0,0,193.4,32.88,9.3,4,2.51,2,553.6,56.279999999999994
0,0,0,209.4,35.6,9.8,11,2.65,1,686.0,69.19000000000001
0,0,0,148.6,25.26,10.0,2,2.7,2,563.0999999999999,55.05000000000001
1,1,23,245.5,41.74,10.8,7,2.92,1,722.2,77.82000000000001
0,1,25,190.0,32.3,12.2,2,3.29,1,448.1,51.86999999999999
0,0,0,230.4,39.17,8.5,3,2.3,1,595.0999999999999,68.17999999999999
0,1,31,125.3,21.3,6.3,2,1.7,3,434.7,42.57
0,1,30,230.1,39.12,6.9,3,1.86,2,694.8000000000001,73.39999999999999
0,1,28,172.9,29.39,8.3,6,2.24,1,514.3,52.50000000000001
0,0,0,101.0,17.17,13.3,2,3.59,0,561.0,47.69
1,0,0,178.2,30.29,13.6,3,3.67,3,528.1,56.41
0,0,0,148.4,25.23,8.9,4,2.4,0,567.0,57.15
0,1,31,181.6,30.87,11.4,4,3.08,1,602.5999999999999,61.42
0,0,0,203.7,34.63,7.6,5,2.05,2,574.3,62.01
0,0,0,203.8,34.65,9.0,2,2.43,1,563.8,61.48
0,0,0,189.3,32.18,9.9,3,2.67,3,518.3000000000001,59.23
0,0,0,152.4,25.91,6.6,5,1.78,3,679.2,62.38
0,0,0,113.1,19.23,6.9,2,1.86,1,544.8,47.269999999999996
0,0,0,194.8,33.12,10.8,6,2.92,1,462.3,54.76
0,0,0,233.8,39.75,7.6,3,2.05,2,713.0,74.02
0,0,0,179.3,30.48,11.5,6,3.11,3,583.0999999999999,58.9
0,1,28,210.5,35.79,11.5,2,3.11,1,702.6,71.06
0,0,0,194.8,33.12,5.5,3,1.49,0,712.1,69.6
0,0,0,159.8,27.17,13.1,7,3.54,2,545.0,56.45
0,0,0,190.1,32.32,13.0,2,3.51,1,652.0999999999999,63.910000000000004
0,0,0,102.7,17.46,11.0,5,2.97,0,440.1,41.58
0,0,0,207.0,35.19,2.6,6,0.7,1,612.5999999999999,60.84
0,0,0,178.3,30.31,14.6,5,3.94,0,496.4,56.129999999999995
0,0,0,189.3,32.18,11.2,5,3.02,3,586.1,60.06
0,1,27,182.1,30.96,10.6,5,2.86,2,516.5,55.650000000000006
0,1,21,117.9,20.04,9.8,3,2.65,1,499.4,46.42999999999999
0,0,0,109.4,18.6,7.1,7,1.92,0,631.0,53.78000000000001
1,0,0,197.2,33.52,7.8,8,2.11,1,596.8,61.150000000000006
0,0,0,279.5,47.52,10.7,4,2.89,2,656.9,75.52000000000001
0,0,0,265.2,45.08,10.7,9,2.89,2,618.5999999999999,71.02
0,1,16,145.7,24.77,11.3,7,3.05,0,552.2,53.75999999999999
0,0,0,267.1,45.41,17.3,4,4.67,1,678.1,75.78999999999999
0,0,0,230.1,39.12,13.2,4,3.56,1,617.0,68.57000000000001
0,0,0,225.1,38.27,8.8,4,2.38,0,738.4000000000001,74.92999999999999
0,0,0,173.2,29.44,11.8,6,3.19,2,649.5999999999999,63.519999999999996
0,0,0,189.3,32.18,9.2,5,2.48,4,648.9000000000001,64.18
0,1,19,136.8,23.26,12.5,3,3.38,2,387.4,45.10000000000001
0,0,0,173.4,29.48,11.5,4,3.11,1,528.6,57.12
0,0,0,151.1,25.69,5.3,3,1.43,1,593.9,54.540000000000006
0,0,0,178.7,30.38,9.1,4,2.46,1,544.3,58.63999999999999
1,1,41,146.8,24.96,4.3,2,1.16,1,646.0,60.01
0,0,0,189.3,32.18,7.4,3,2.0,0,531.2,55.8
0,0,0,195.9,33.3,10.3,3,2.78,1,587.2,57.25
1,0,0,163.1,27.73,11.2,3,3.02,0,551.1999999999999,59.88
0,0,0,207.0,35.19,12.1,3,3.27,1,559.2,61.26
1,0,0,264.3,44.93,9.3,5,2.51,0,623.8000000000001,70.06
0,0,0,115.8,19.69,13.1,5,3.54,1,543.7,52.220000000000006
0,0,0,294.7,50.1,10.8,3,2.92,1,849.4,89.76
0,0,0,198.2,33.69,8.7,3,2.35,4,596.4,62.25000000000001
0,1,30,221.4,37.64,10.8,12,2.92,1,634.2,65.77
0,0,0,210.7,35.82,9.2,5,2.48,3,703.0,70.0
0,0,0,86.8,14.76,13.2,3,3.56,1,399.2,36.7
1,1,29,85.2,14.48,9.0,3,2.43,2,559.2,47.45
0,0,0,215.3,36.6,12.1,9,3.27,0,737.5,73.06
0,0,0,288.1,48.98,0.0,0,0.0,0,632.5,69.99
0,0,0,181.5,30.86,8.5,5,2.3,1,561.5,58.989999999999995
0,0,0,190.0,32.3,6.3,6,1.7,0,629.7,64.12
0,0,0,149.7,25.45,12.6,4,3.4,3,608.1,57.98
0,1,28,276.7,47.04,8.3,3,2.24,0,726.5999999999999,77.66999999999999
0,0,0,185.8,31.59,5.7,7,1.54,4,654.4,65.27000000000001
0,1,35,171.5,29.16,7.1,3,1.92,0,490.20000000000005,51.540000000000006
1,0,0,189.1,32.15,13.9,3,3.75,2,681.3,66.97999999999999
0,0,0,156.4,26.59,11.8,3,3.19,1,568.5999999999999,55.75
0,0,0,189.5,32.22,13.4,3,3.62,1,616.0999999999999,63.24
0,0,0,139.4,23.7,7.7,3,2.08,0,426.7,45.06999999999999
0,1,23,167.4,28.46,11.2,3,3.02,4,542.4,58.7
0,0,0,256.4,43.59,11.1,1,3.0,1,753.0,79.89
0,1,15,88.1,14.98,9.7,1,2.62,2,533.9,44.699999999999996
0,0,0,158.7,26.98,10.5,4,2.84,1,538.2,54.83
0,0,0,146.2,24.85,8.7,3,2.35,3,570.9,56.77
0,0,0,202.0,34.34,10.9,3,2.94,1,706.5,69.71000000000001
0,0,0,271.2,46.1,11.5,3,3.11,3,695.4,76.4
0,0,0,91.9,15.62,13.0,7,3.51,2,462.0,43.71999999999999
0,0,0,214.0,36.38,7.9,4,2.13,1,649.0,65.78
0,0,0,217.2,36.92,12.4,2,3.35,0,717.6999999999999,74.92999999999999
0,0,0,184.8,31.42,9.6,8,2.59,1,566.5,61.129999999999995
0,0,0,169.6,28.83,7.4,8,2.0,1,407.8,43.91
0,0,0,167.8,28.53,11.9,4,3.21,0,570.8000000000001,59.79
0,1,32,218.7,37.18,9.4,5,2.54,2,526.4,58.17
0,0,0,147.7,25.11,6.9,5,1.86,2,619.3,59.519999999999996
0,0,0,153.6,26.11,9.8,3,2.65,2,641.2,61.19
0,0,0,202.4,34.41,10.2,2,2.75,3,635.1,65.86
0,0,0,142.4,24.21,11.1,7,3.0,1,685.2,64.38
0,0,0,145.6,24.75,9.2,4,2.48,2,615.2,59.879999999999995
0,0,0,182.1,30.96,6.8,1,1.84,1,601.0,60.11
0,0,0,40.4,6.87,9.0,2,2.43,2,357.9,30.48
0,0,0,155.3,26.4,12.4,4,3.35,0,566.7,58.89
1,0,0,269.6,45.83,8.2,6,2.21,1,660.3,72.49
0,0,0,115.0,19.55,7.3,4,1.97,3,476.8,43.31
0,1,27,154.1,26.2,13.2,2,3.56,4,626.0999999999999,58.81
0,0,0,61.9,10.52,8.8,2,2.38,3,537.0,44.78000000000001
0,1,40,202.6,34.44,9.0,9,2.43,2,556.3,57.54
0,0,0,261.4,44.44,11.6,2,3.13,1,546.8,66.59
1,0,0,57.1,9.71,6.5,6,1.76,3,531.5,40.8
1,0,0,250.8,42.64,10.0,5,2.7,2,551.4,64.96000000000001
1,1,18,222.1,37.76,13.6,2,3.67,0,601.5,64.92999999999999
0,0,0,176.3,29.97,9.6,1,2.59,2,476.90000000000003,49.81999999999999
0,0,0,222.2,37.77,12.9,4,3.48,1,602.6999999999999,64.49000000000001
0,0,0,126.0,21.42,7.6,3,2.05,1,573.1,49.37
0,0,0,134.8,22.92,6.7,8,1.81,1,577.3,52.81
0,0,0,124.6,21.18,10.5,6,2.84,1,440.4,44.08
0,0,0,173.0,29.41,10.4,2,2.81,0,653.4,61.45
0,0,0,260.0,44.2,9.0,3,2.43,1,705.2,75.08000000000001
0,0,0,128.3,21.81,14.3,9,3.86,2,487.3,50.44
0,0,0,115.4,19.62,13.1,5,3.54,2,623.7,56.54
1,1,26,198.8,33.8,14.4,3,3.89,1,563.9,60.779999999999994
0,1,29,211.1,35.89,9.7,9,2.62,2,583.0,64.19
0,0,0,216.1,36.74,9.8,3,2.65,1,631.4000000000001,65.98
0,1,31,194.9,33.13,13.2,2,3.56,2,539.5,59.870000000000005
0,0,0,124.8,21.22,10.6,7,2.86,3,418.1,42.6
0,0,0,215.6,36.65,3.6,5,0.97,1,605.3,62.97
0,0,0,204.5,34.77,9.8,2,2.65,0,637.3,65.25
0,1,26,161.3,27.42,6.6,8,1.78,1,554.0,56.89
0,0,0,128.7,21.88,9.2,4,2.48,2,533.9,51.669999999999995
0,0,0,96.0,16.32,9.7,4,2.62,3,435.2,41.29
0,1,30,217.4,36.96,6.6,3,1.78,0,658.4000000000001,67.13000000000001
1,0,0,215.4,36.62,12.6,5,3.4,3,698.7,69.96000000000001
0,0,0,171.6,29.17,13.8,4,3.73,0,547.2,58.01
0,1,44,116.0,19.72,12.0,2,3.24,1,512.9000000000001,46.83
0,0,0,287.3,48.84,10.5,4,2.84,0,841.3,88.13000000000001
0,0,0,100.0,17.0,10.1,4,2.73,0,491.5,44.29
0,0,0,161.1,27.39,10.6,4,2.86,1,588.3,57.43
0,0,0,205.2,34.88,14.4,12,3.89,0,525.5,62.81
0,0,0,140.2,23.83,7.1,2,1.92,1,474.1,49.33
0,0,0,286.4,48.69,10.7,14,2.89,1,678.8,76.36999999999999
0,0,0,191.9,32.62,12.6,2,3.4,1,670.8,65.85
0,0,0,178.0,30.26,11.7,4,3.16,1,568.4,57.14
0,1,25,82.2,13.97,5.1,6,1.38,0,510.4,41.150000000000006
0,0,0,58.2,9.89,11.9,1,3.21,5,333.7,31.05
0,0,0,206.3,35.07,6.1,3,1.65,1,522.0999999999999,56.87
0,0,0,115.1,19.57,11.4,3,3.08,2,524.3,48.94
0,1,23,225.5,38.34,9.8,2,2.65,0,717.5,72.99000000000001
0,0,0,200.9,34.15,8.9,7,2.4,1,614.2,61.73
0,0,0,189.0,32.13,17.1,6,4.62,0,555.6,57.98
0,0,0,131.7,22.39,10.7,3,2.89,1,495.9,48.19
0,0,0,196.3,33.37,7.7,3,2.08,2,487.8,54.04
0,1,33,239.2,40.66,9.5,4,2.57,1,631.0,70.27999999999999
0,0,0,191.6,32.57,9.2,3,2.48,2,607.4,61.989999999999995
0,0,0,119.7,20.35,12.9,7,3.48,2,565.5999999999999,51.48
0,0,0,242.2,41.17,6.2,6,1.67,3,663.9,71.14
0,0,0,245.8,41.79,11.2,7,3.02,0,622.2,72.33999999999999
0,0,0,205.6,34.95,10.9,3,2.94,0,595.2,62.199999999999996
0,0,0,322.5,54.83,9.4,4,2.54,2,713.3,83.14
0,1,35,217.1,36.91,8.0,5,2.16,2,687.4,69.07
0,0,0,224.0,38.08,2.1,5,0.57,0,666.6,66.99999999999999
0,0,0,195.9,33.3,12.2,4,3.29,3,728.0,69.68
0,0,0,206.1,35.04,13.0,1,3.51,1,687.4,69.19
0,0,0,123.2,20.94,12.9,5,3.48,4,483.5,48.23
0,1,34,204.5,34.77,14.8,9,4.0,2,527.4,58.61
1,1,24,127.7,21.71,5.8,4,1.57,2,577.0,52.1
0,1,26,153.7,26.13,15.9,5,4.29,1,505.0,51.74
0,0,0,151.0,25.67,9.7,3,2.62,5,574.6,56.14
0,0,0,215.5,36.64,8.6,6,2.32,1,620.7,64.82
0,0,0,151.0,25.67,9.2,2,2.48,2,424.40000000000003,45.28
0,0,0,179.4,30.5,11.2,5,3.02,1,438.7,50.910000000000004
0,0,0,293.7,49.93,11.0,10,2.97,2,744.4000000000001,84.08
0,0,0,182.6,31.04,12.1,5,3.27,0,533.1,56.260000000000005
0,0,0,161.4,27.44,11.8,5,3.19,1,478.2,51.43
1,1,27,267.9,45.54,8.3,2,2.24,1,709.3000000000001,78.17
0,0,0,210.6,35.8,11.0,5,2.97,0,625.9,63.58
0,0,0,227.4,38.66,13.0,4,3.51,1,639.2,71.44
0,0,0,230.9,39.25,9.7,2,2.62,3,611.7,67.93
1,0,0,177.7,30.21,10.5,5,2.84,1,630.0,62.03
0,1,24,147.5,25.08,15.6,3,4.21,2,575.3,55.559999999999995
0,0,0,209.2,35.56,11.8,6,3.19,1,384.6,46.64
0,0,0,173.2,29.44,11.2,5,3.02,3,579.3,58.61000000000001
0,0,0,234.1,39.8,13.1,9,3.54,2,671.6999999999999,71.04
